,id,prompt,quarter,course,age,gender,l1 language,other l1 language(s),language(s) used at home,language(s) studied,listening comprehension,reading comprehension,speaking ability,writing ability,study abroad,essay,a personal annotator1,a personal annotator2,gender-number annotator1,gender-number annotator2,corrected
76,234668,yourself,W20,SPA 3,18,Male,English,,"At home, I speak very little mandarin.",I think I have studied mandarin for 3 or 4 years,3,3,3,2,No,"¡Hola! Mi nombre es *FIRST_NAME* *LAST_NAME* y soy estudiante de primer año en *UNIVERSITY* *UNIVERSITY*. Nací en *CITY* *CITY* y vivio en *CITY* toda mi vida. Fui a *PLACE* *PLACE* y *PLACE* *PLACE* High School. Mi especialidad es la bioquímica, pero yo quiero pasar a la ciencia de computadora. En mi tiempo libre, me gusta jugar baloncesto, videojuegos, ver televisión y ver youtube. Me gusta el baloncesto porque mi papá me enseñó a jugar cuando tenía *AGE* años. 

Aunque no soy demasiado atlético, yo uso baloncesto como una forma de ser extrovertido. Soy 5'10, un poco gordo, pero me gusta hacer actividad física e ir al gimnasio. Creo que soy bastante extrovertido, pero cuando un niño, ser tímido en la escuela secundaria. Me gusta hacer nuevos amigos y hablar con gente nueva. Otras personas me dicho que soy un poco divertido, entretenido y amable. Tengo dos hermanos. Tengo un hermano menor y una hermana menor. Realmente disfruto pasar tiempo con ellos y llevarlos a lugares. En otras palabras, realmente disfruto el tiempo en familia. Me gusta mucho ver a mis primos, tías y tíos. Algunos de mis recuerdos favoritos son viajes que hice con todos los miembros de mi familia. Mi personalidad tiene mucho que ver con la familia. Mucha gente que me conoce me llama ""hombre de familia."" Otra personalidad sobre mí es que me gusta mantener a tus amigos cerca. Realmente me gustan los que están cerca de mí y me preocupo mucho por ellos. Finalmente, pienso que si necesito describir mio en tres palabras, yo me digo: divertido, cariñoso, amoroso.
",,,,,
77,126467,yourself,W20,SPA 1,25,Male,Mandarin,Cantonese ,"Cantonese, mandarin","learned English from school, about 15 years ",1,2,1,2,No,"Soy un estudiante internacional de *CITY* *CITY* aquí en *UNIVERSITY* *UNIVERSITY*. Tengo *AGE* años. Mi especialidad es viticultura y enología. La razón por la que quiero aprender español es porque quiero conocer a más personas de América Latina y aprender más sobre la cultura. Este es mi primer trimestre para aprender español. Como hablante nativo en *PLACE* e inglés, me di cuenta de que estos tres idiomas tienen sus propias fortalezas y debilidades. Nunca he estado en un país de habla hispana, y estoy muy emocionado de aprender y experimentar cómo viven las personas en otra parte del planeta y lo que hacen.

  Nunca me había dado cuenta de que tanta gente en *STATE* habla español hasta que me mudé aquí. Al aprender español, puedo saber más sobre la cultura local. He estado en *CITY* *CITY* durante las vacaciones de invierno. Cuando caminé por la calle, escuché que mucha gente hablaba en español. Y quiero saber qué quieren decir y cómo piensan.
",,,,,
78,200456,yourself,W20,SPA 32,19,Female,"English,Spanish",na,spanish,no,5,3,3,3,No,"Yo soy una *PLACE* atendiendo a la Universidad de *UNIVERSITY* *UNIVERSITY*. En mi Segundo ano, yo e descrubido la importancia de ser parte de la communidad. Me encanta trabajar con ninos y estudiantes. Durante mi tiempo libre me pongo mi mente en diferente mentalidad, por ejemplo voy y nado o corro en el vicindario.  Teniendo musica puesta me da la enerjia para olvidar de lo demas y enfocarme en el ejercicio. Es como una relaxion en trabajr en mi cuerpo y no mi mente. Si tengo mucho estres, me pongo a cocinar lo que se me antoja para relizar dophaminos en mi Sistema. 

Cosinando me ayuda me creatividad floir. Pongo me musica y empieza la magia. Me encanta mas haciendo una comida entera para mi familia y amigos y viendo sus carras iluminar con cada bocio. La sonrisa y caras de satisficaion de ellosme llena mas que comer la comida que hize. 

Ademas de cocinar, enconrando nuevos llugars para provar y pasar el tiempo afuera es unos de mis favoritos pasatiempos. Teniendo ademas adventuras planiados y ser atrevida es importante en la forma que vivo la vida. Viajando a nuevos lugares y provando nuevas cosas es ecensial en aprender mas y educarse de el mundo al rededor de nosotros. 

Mi familia es igual en la manera de explorando nos encanta y educandonos mas. Por esa razon estoy en la Universidad porque me encanta aprender. Mas me encanta el lenguaje y como a variedad en el mundo por eso me me interesa linguistica y recievirme de esa profession. 
",,,,,
79,201912,yourself,W20,SPA 3,19,Female,English,,No,No other languages,2,3,2,2,No,"¡Hola! Soy de *CITY* *CITY*. Soy morena, baja, y cómica. Me gusta explorar la naturaleza y divertirme. Cuando no voy a la universidad para mis clases, generalmente estoy con mi familia cuando estoy a casa o estoy con mis amigos. Yo paso la mayor parte del año en *CITY*, así que extraño mi familia y especialmente mi perro, *FIRST_NAME*. Me amo *FIRST_NAME* mucho y le extraño mucho. Cuando estoy en casa, me gusta ir a la playa con mis amigos, perro, o con el resto de mi familia. También, me gusta ver las películas mucho y me gusta comer mucho cuando estoy con mis amigos. Yo estudio ciencias cognitiva con énfasis en computación y un minor de neurociencias. Durante la semana, yo paso la mayor parte del mi tiempo mirando películas o estudiando para mis clases. En los fines de semanas, me gusta bailar con mis amigas. Cuando no tengo que ir a clase, me gusta viajar con mi familia o mis amigos. Con mi familia, yo viajá a Ecuador, Vietnam, Suecia, Costa Rica, y mucho más. Cuando viajan nos gusta bucear, esquiar, comer, explorar, y practicar tirolesa. Me gusta estar activo y quiero viajar el mundo. Cuando era niña, yo jugaba fútbol. Me entantaba jugar competitivamente pero ahora solo por diversión. Cuando era *AGE* años, mi mamá y yo viajábamos a Suecia para la competencía de fútbol para mi equipo. Cuando era niña, yo quería jugar fútbol en la universidad pero ahora no más porque porque es demasiado competitivo. 
",,,,,
80,206555,yourself,W20,SPA 24,19,Female,English,,,,3,3,2,3,No,"Me llamo *FIRST_NAME* y soy una estudiante en la universidad. Este año es mi segundo año aquí. Vivo en un apartamento cerca de campus con cinco otras chicas y comparto mi habitación con una chica sólo. Estudio neurobiología y español. Actualmente, estoy tomando clases de neurobiología, física, química orgánica, antropología, y español. Quiero ser una doctora en el futuro pero no sé que tipo o que especialidad, pero no necesito saber este por muchos años. Pienso que podría querer ser una doctora en medicina deportiva porque siempre he sido atlética y tengo experiencia con lesiones deportivas. En cuanto a mi apariencia, soy muy baja y tengo el pelo rubio y los ojos azules. Cosas que me gusta hacer incluyen el fútbol y actividades al aire libre. Me gusta jugar el fútbol pero me gusta ver el fútbol también. Mi equipo favorito es Chelsea FC y ha sido mi favorito desde que una niña. Me gusta el jugador Christian Pulisic porque es un muy buen jugador y porque es estadounidense. Otra cosa que disfruto es una excursión o una carrera afuera en vez de en un gimnasio. También, me gusta viajar y he ido a muchos otros estados y a europa 3 veces diferentes y voy a ir de nuevo durante el trimestre de primavera en un programa de estudiar en el extranjero. Esta vacación de primavera, voy a Panama con un grupo de estudiantes que tienen un interés en medicina y vamos a establecer una clínica para ayudar la gente de la comunidad.
",,,,,
81,205321,yourself,W20,SPA 23,19,Female,English,,english,,3,4,3,4,No,"Yo soy alta y rubia con pelo corto. Yo tiene una hermana, se llama *FIRST_NAME*. Estudio en la universidad de *UNIVERSITY* *UNIVERSITY* y vivo con mis amigas mejores en una casa afuera del campus. Soy de *CITY* *CITY*, *STATE* y me extraño mi familia en *CITY*. Me gusta leer novelas de amor y mirar programas de televisión cómicas. Mi programa favorito es “La Oficina” con Steve Carell. Jugaba el fútbol por 12 años y jugué en el equipo de mi colegio. Yo juego deportes aquí a *UNIVERSITY* *UNIVERSITY* como el fútbol americano y waterpolo. Yo nado mucho y me fascina el mar. Trabajo en *PLACE* y durante el verano trabajo a un campamento para familias. Me gusta trabajar con los niños y quiero ser profesora después de graduarme. Me encanta viajar y quiero estudiar en Argentina por un trimestre el año próximo. 

Generalmente estoy feliz y contenta, pero hoy estoy triste y mi corazón está cargado de tristeza porque Kobe Bryant ha muerto. Me encantan los deportes, más que nada. Cuando estaba joven, miraba los Lakers con mi padre cada partido. Mi padre me enseñó todo sobre el básquetbol y nosotros mirábamos a Kobe Bryant por años y años- él fue el mejor. Yo jugué básquetbol en la escuela, al parque, y a mi casa cuando estaba una niña. Kobe encendió mi amor para los deportes, y ahora él murió. También, su hija ha muerto. No tengo las palabras para expresar la tristeza. No puedo dejar pensar de sus hijas. Ellas me hacen pensar de mi propia vida y mi padre. 

 
",,,,,
82,233774,yourself,W20,SPA 1,18,Male,"English,Other",Hindi,"Hindi, Gujarati",Hindi (from childhood to high school),,,,,,"Soy de *PLACE*, pero estudio en el escuela secundaria en *CITY* *CITY*, *STATE* y ahora soy estudiante universitario en *UNIVERSITY* *UNIVERSITY*. Mi especialización es ""Cinema y Digital Media"" y estoy pensando estudiar el francés como menor (minor).  Soy aventurero, curioso, abierto y amicable, pero no soy activo, atlético o saludable. Soy moreno, tengo pelo negro, pero no llevo barba o bigote. Soy alto y delgado. Tengo un novio también *PLACE* y los amigos *PLACE* también, y por eso practicó el español todos los días.

Me levanto a 9 en la mañana y me gusta el omelet de la *PLACE* *PLACE*, pero no mucha gusta la comida otra en la *UNIVERSITY*. Me encanta consumar la comida de India y de ""Middle East"" también por que mi familia es PLACE* y de *PLACE*, pero me gusta probar la comida mexicana, italiana, y de todos los país!

Me gusta estudiar las idiomas y las culturas diferentes. Me encanta la caligrafía y la guitarra y las practicó. Me encanta ver el levanto del sol y el dormir del sol también. Me gusta ir en caminata.
",,,,,
83,202280,yourself,W20,SPA 22,20,Female,English,,No,No,3,4,2,3,No,"Yo soy una persona muy tímida y simpática. Me gusta tocar el piano y me gusta escuchar música. Mi cantantes favoritos son Rex Orange County, Amy Winehouse y Paramore. Mi encanta cantar.  A veces toco el ukulele. Yo soy una persona muy baja. Muchas personas no me cree que tengo *AGE* años porque soy baja. Le gente me dice que miro catorce o quince años. Tengo pelo largo y castaño.  También tengo ojos azules.  Recibí mis ojos de mi papá. También mi hermano y hermana  tienen ojos azules. Mi hermano es mi gemelo. Somos Capricornios. Nacimos el *BIRTH_DATE* de *BIRTH_DATE* de *BIRTH_DATE*.  Tenemos once horas de diferencia. Pobre mamá. Él es más viejo que yo. Yo soy zurdo. Me gusta decirle a la gente que obtuve mi nombre de los personajes de Full House. No sé si eso es cierto. Soy estudiante de Psicología y Comunicaciones en *UNIVERSITY* *UNIVERSITY*. Es mi segundo año en *UNIVERSITY* *UNIVERSITY*. Vivo en *CITY* ahora pero soy de *CITY*. *CITY* está al norte de *CITY*. Vivo con mi amiga. En el verano pasado trabajé en *PLACE*. *PLACE* es una tienda de ropa. Conocí a mi novio allí. Mi novio vive en *CITY*, así que no puedo verlo a menudo. Ahora, trabajo en el *PLACE* en *UNIVERSITY* *UNIVERSITY*. Es muy divertida. Me gusta más trabajar en *PLACE* que trabajar en *PLACE*. Tengo un perro en *CITY*. Él es muy lindo. Me gusta perros. No me gusta gatos porque me han atacado. Quiero aprender español porque mis amigos pueden hablar español y porque mi abuela es de *PLACE*. 
",,,,,
84,225858,yourself,W20,SPA 2,18 ,Female,English,,Tigrinya,,3,4,4,4,No,"Hola, me llamo *FIRST_NAME* *LAST_NAME* y esta es sobre mi.  Tengo *AGE* años y soy un estudiante de la universidad de *UNIVERSITY*. Es mi primero año en este escuela. Soy de *CITY*, *STATE* y también nació en *CITY*, *STATE*. *CITY* es cerca de *CITY*. Durante los fines de semanas yo viajo a mi casa para comida y visitar mis padres. Yo extraño ellos mucho. También todos mis amigas viven en *CITY*. Yo también extraño ellas muchas. De todos mis amigas yo soy la sola persona que va a Universidad en otro ciudad. 

Yo tengo pelo rizado y negro. Mi pelo no es muy largo pero no es corto, es en el medio. Pero esperanzo que mi pelo ser largo en el futuro. Soy delgada como mi madre. Pero voy al gimnasio durante la semana. Quiero ser más fuerte. Pero necesito ir al gimnasio más tiempos. Soy un poco alto, pero no mucho. Mi nariz y mi sonrisa son grandes. Mis ojos son marrones. Y yo soy moreno. 

Yo tengo dos hermanos y dos hermanos. Soy la menor que todos. Todos mis hermanos termino la universidad. Mi hermana *FIRST_NAME* era una estudiante de *UNIVERSITY* en el pasado. Ella pienso yo voy a este universidad solamente porque quiero ser como ella, pero no es verdad. Todos mis hermanos son inteligentes. 

En mi tiempo libre yo juego vóleibol o miro Netflix. Soy una jugadora de vóleibol por muchos años. Estoy triste porque no puedo jugar vóleibol en *CITY*. No tengo amigos que quieren jugar. En colegio yo juego mucho pero  en este momento no juego mucho. También me gusta naturaleza mucho. Viaje a Lake Tahoe, Yosemite, o otros lugares dónde puedo caminar. Todo mi familia le gustan caminar. Es mi actividad favorito, especialmente cuando hay bien tiempo. 

¡Gracias por escuchar!
",,,,,
85,228568,yourself,W20,SPA 3,18,Female,English,,,,3,3,2,2,No,"Tengo *AGE* años y estoy un estudiante en la universidad *UNIVERSITY*, *UNIVERSITY*. Estoy estudiando en mi primer año y soy de *CITY*, *STATE*. Estoy estudiando la materia de economía y tomando clases de las matemáticas, la geología, el inglés, y español. Me gusta estudiar con mis amigos en la biblioteca y ir al gimnasio para hacer ejercicio muchas veces de la semana. Estoy en muchas actividades extracurriculares de la materia de economía. Los clubes se llaman *PLACE* *PLACE* *PLACE* *PLACE*, *PLACE* & *PLACE* *PLACE* *PLACE*, y *PLACE* in *PLACE* *PLACE* *PLACE* *PLACE*. Encuentro unos clubes sociales también, y decidí ir al club del *PLACE* *PLACE* *PLACE*. Me encanta estar ocupada y estoy buscando para un trabajo ahora. En la escuela secundario, tuve las clases de español uno, dos, y tres pero no recuerdo mucho ahora. Yo trabajaba en el departamento de recreación con mi ciudad en la escuela secundario y este verano pasado. Trabajaba con la comunidad y muchos niños en un campamento del verano. Tengo una hermana que tiene *AGE* años y está estudiando en la universidad de *UNIVERSITY*, *UNIVERSITY* *UNIVERSITY*. Está en su tercero año de la escuela y estudia la materia de biología. Mis padres trabajan en la ciudad de *CITY* *CITY*. Mi padre es un ingeniero quién trabaja con las computadoras, y mi madre es una profesora de la universidad *UNIVERSITY*. Mi madrastra es una enfermera del hospital *PLACE* *PLACE*, y mi padrastro tiene una empresa de construcción. Admiro todos de mis padres y quiero ser exitoso para ellos. 
",,,,,
